,Asset ID,Asset Name,Country,Latitude,Longitude,aez_v9v2_CRUTS32_Hist_8110_100_avg,lgd_ENSEMBLE_rcp4p5_2050s,aez_v9v2_ENSEMBLE_rcp4p5_2050s,tmpCRUTS32_0010,tmp_ENSEMBLE_rcp4p5_2050s,lgd_CRUTS32_Hist_0010,all_2010_prod
175061,181364,Global Branch Key 181364,Italy,46.62791,10.77433,51.0,189.0,51.0,4.509999752044678,6.529999732971191,179.0,1023.5392456054688
115638,47493,Global Branch Key 47493,Spain,36.84624,-2.949797,22.0,157.0,20.0,17.0,18.855998992919922,222.0,2982.1396484375
138921,6922,"REPSOL QUIMICA, S.A.",Spain,41.19217,1.223106,51.0,220.0,51.0,16.889999389648438,18.36400032043457,234.0,6521.54833984375
155863,194948,Global Branch Key 194948,Germany,52.52089,7.31559,56.0,308.0,56.0,9.989999771118164,11.573999404907227,261.0,2146.618896484375
129977,251402,Global Branch Key 251402,France,46.84686,-1.882052,56.0,285.0,56.0,12.769999504089355,14.417999267578125,317.0,2474.692138671875
44112,10202746,Collyer Court,United Kingdom,51.47298,-0.07185,56.0,312.0,56.0,10.75,12.288000106811523,271.0,
40221,5102907,Vesuvius Group SA,Belgium,50.474618,3.886398,40.0,322.0,42.0,11.0,12.619999885559082,278.0,1987.47607421875
202273,150394,Global Branch Key 150394,Germany,50.38689,8.06604,56.0,286.0,56.0,10.550000190734863,12.300000190734863,262.0,3100.800048828125
185288,3190896,Business Address,Sweden,56.04581,12.693923,56.0,236.0,56.0,8.279999732971191,10.705999374389648,226.0,279.86676025390625
198397,253985,MOL Magyar Olaj- és Gázipari Nyrt.,Hungary,46.23613,20.23654,33.0,206.0,33.0,11.949999809265137,14.07599925994873,229.0,1904.0167236328125
135037,3632724,Business Address,Sweden,59.40399,13.5744,56.0,217.0,56.0,6.269999980926514,8.927999496459961,193.0,88.53227996826172
114613,226295,Global Branch Key 226295,Denmark,55.86878,12.35248,56.0,230.0,56.0,8.389999389648438,10.639999389648438,227.0,1152.98681640625
126111,39987,GE Hungary Zrt.,Hungary,47.669185,19.276479,39.0,191.0,33.0,10.149999618530273,12.381999969482422,220.0,1966.786376953125
69925,53169260,"Retail - United Kingdom (52.8770637 , -1.4938707)",United Kingdom,52.8770637,-1.4938707,56.0,350.0,56.0,10.309999465942383,11.679999351501465,281.0,2422.626220703125
173711,53210513,"Retail - United Kingdom (53.3734418 , -2.2064923)",United Kingdom,53.3734418,-2.2064923,56.0,363.0,56.0,10.170000076293945,11.503999710083008,281.0,562.5149536132812
164352,55285797,"Retail - United Kingdom (55.0204611 , -1.5081778)",United Kingdom,55.0204611,-1.5081778,56.0,345.0,56.0,9.529999732971191,10.73799991607666,274.0,2112.8115234375
160293,3012508,Business Address,France,48.696403,2.236654,50.0,304.0,50.0,12.039999961853027,13.680000305175781,269.0,1742.5201416015625
196889,879265,Global Branch Key 879265,Italy,45.77501,8.704119,56.0,336.0,56.0,12.59999942779541,14.175999641418457,282.0,437.4840087890625
123166,5205836,"Retail - United Kingdom (51.5785357 , -0.1234774)",United Kingdom,51.5785357,-0.1234774,56.0,312.0,56.0,10.710000038146973,12.243999481201172,272.0,
99864,146526,Global Branch Key 146526,Portugal,41.14052,-8.636645,56.0,273.0,56.0,15.589999198913574,16.941999435424805,277.0,339.8470153808594
206558,180824,Global Branch Key 180824,Hungary,47.78297,19.92622,56.0,193.0,56.0,10.139999389648438,12.336000442504883,229.0,1658.4302978515625
161195,18032,Leibstadt,Switzerland,47.601637,8.182572,41.0,310.0,29.0,10.739999771118164,12.401999473571777,263.0,2286.552734375
61588,30843,Global Branch Key 30843,Romania,44.43986,26.05065,56.0,192.0,56.0,12.079999923706055,13.96399974822998,217.0,164.5576171875
193624,52457,Global Branch Key 52457,Spain,36.5219,-5.86662,21.0,179.0,13.0,18.399999618530273,20.0,221.0,4034.81201171875
122283,3075916,Business Address,United Kingdom,51.516175,-0.086401,56.0,312.0,56.0,10.710000038146973,12.243999481201172,272.0,
41443,52284157,"Retail - United Kingdom (52.4795683 , -1.8985081)",United Kingdom,52.4795683,-1.8985081,56.0,325.0,56.0,9.899999618530273,11.329999923706055,273.0,
72784,43732,Frozen Fish International GmbH,Germany,53.50985,8.59196,56.0,295.0,56.0,9.84999942779541,11.550000190734863,253.0,547.0404052734375
76050,1196471,Schiehallion (Quad 204),United Kingdom,60.35184,-4.038647,,,,,,,
93902,4543076,SATO Oyj,Finland,60.220257,24.94775,56.0,200.0,56.0,5.799999713897705,8.586000442504883,188.0,17.565080642700195
30029,117497,Global Branch Key 117497,Italy,40.01327,8.598879,51.0,233.0,51.0,17.399999618530273,18.739999771118164,257.0,6072.5078125
72203,64655,Projet solaire de La Batie,France,44.47853,5.74519,28.0,261.0,28.0,10.15999984741211,11.78600025177002,223.0,1447.9232177734375
10455,218331,Global Branch Key 218331,Spain,40.26621,-3.746802,56.0,189.0,56.0,15.299999237060547,17.053998947143555,214.0,1395.7850341796875
187771,816482,Global Branch Key 816482,Italy,45.62879,11.44324,56.0,324.0,56.0,12.50999927520752,14.338000297546387,277.0,3618.945068359375
196273,123104,Global Branch Key 123104,United Kingdom,51.85677,-4.307759,56.0,365.0,56.0,10.279999732971191,11.72599983215332,349.0,152.2296600341797
49248,40724,Global Branch Key 40724,Belgium,50.53198,4.446215,41.0,322.0,41.0,10.559999465942383,12.22599983215332,270.0,6730.759765625
2163,237212,Global Branch Key 237212,Poland,50.29814,18.67298,56.0,246.0,56.0,8.789999961853027,11.47599983215332,233.0,681.662109375
145713,5528469,"Retail - United Kingdom (55.1833952 , -1.5705757)",United Kingdom,55.1833952,-1.5705757,41.0,347.0,41.0,9.569999694824219,10.777999877929688,275.0,1800.2332763671875
116188,43974,Centrale solaire de St Martin Lalade,France,43.31185,2.03217,51.0,289.0,51.0,14.319999694824219,16.09000015258789,294.0,8828.9619140625
36256,232136,Global Branch Key 232136,Portugal,37.08753,-8.030781,22.0,200.0,22.0,17.299999237060547,18.625999450683594,240.0,2777.107666015625
55652,45594,Global Branch Key 45594,Germany,48.56809,8.69253,42.0,257.0,42.0,9.519999504089355,11.369999885559082,246.0,2528.255859375
98954,228129,Global Branch Key 228129,Italy,45.42361,11.85322,34.0,319.0,36.0,13.149999618530273,14.951998710632324,273.0,3968.9892578125
95996,224280,Global Branch Key 224280,Poland,52.30421,21.05847,50.0,229.0,50.0,8.809999465942383,11.269999504089355,212.0,463.8503112792969
34308,30748,Wikinger Sud Offshore-Windpark,Germany,54.80216,14.12882,,,,,,,
102325,797125,Global Branch Key 797125,Poland,51.27758,22.54377,39.0,223.0,39.0,8.579999923706055,10.903999328613281,220.0,1930.0418701171875
72592,5312594,Green Lane Farm Poultry Unit - EPR/ZP3433ZP,United Kingdom,52.967926,-0.843034,40.0,322.0,42.0,10.239999771118164,11.583999633789062,279.0,5254.39892578125
138324,64661,Parc éolien de Brassy,France,49.72202,2.04588,39.0,321.0,41.0,11.119999885559082,12.732000350952148,284.0,3871.385498046875
24237,193520,Global Branch Key 193520,Spain,39.28447,-2.79372,51.0,172.0,51.0,15.339999198913574,17.123998641967773,214.0,6235.23486328125
68446,276811,Global Branch Key 276811,France,43.49516,-1.470713,23.0,353.0,23.0,14.479999542236328,15.967999458312988,359.0,1410.25537109375
121114,227067,Global Branch Key 227067,Poland,51.38627,16.20579,56.0,241.0,56.0,9.719999313354492,11.929999351501465,234.0,1464.0316162109375
159828,188454,Global Branch Key 188454,Spain,40.34889,-3.810303,56.0,211.0,56.0,14.679999351501465,16.43400001525879,217.0,1025.4573974609375
86178,24303,Global Branch Key 24303,Germany,50.13934,8.670889,56.0,272.0,56.0,10.550000190734863,12.345999717712402,261.0,1045.3997802734375
41911,45625,Global Branch Key 45625,Germany,52.85193,11.15657,56.0,272.0,56.0,9.869999885559082,11.875999450683594,246.0,3226.02783203125
9488,10201331,Ljuset 8,Sweden,57.1854,14.05817,42.0,223.0,42.0,6.549999713897705,9.308000564575195,198.0,270.1062316894531
22310,317718,Police ZCPSA,Poland,53.573413,14.543903,56.0,238.0,56.0,9.469999313354492,11.643999099731445,234.0,553.4742431640625
179284,99577,Pullman-Montparnasse,France,48.83862,2.32051,56.0,306.0,56.0,12.550000190734863,14.1899995803833,303.0,
196304,266764,Global Branch Key 266764,United Kingdom,51.67159,-4.69917,,363.0,,10.399999618530273,11.811999320983887,365.0,240.61607360839844
39296,20038,Global Branch Key 20038,Poland,50.00821,19.95013,39.0,245.0,39.0,8.449999809265137,11.345998764038086,228.0,134.49879455566406
37287,4433137,Business Address,France,48.856359,2.293439,56.0,306.0,56.0,12.550000190734863,14.1899995803833,303.0,
38917,128530,Global Branch Key 128530,Italy,46.28258,12.03494,56.0,198.0,56.0,5.269999980926514,7.247999668121338,188.0,27.606882095336914
156593,328585,Global Branch Key 328585,Austria,48.44038,13.82253,42.0,251.0,42.0,8.779999732971191,10.903999328613281,233.0,1881.23046875
29927,29037,Global Branch Key 29037,Spain,40.46095,-3.698044,56.0,221.0,56.0,14.489999771118164,16.243999481201172,219.0,
2039,737067,Global Branch Key 737067,France,48.41046,1.46533,39.0,291.0,41.0,11.420000076293945,13.064000129699707,251.0,4163.4521484375
12099,3037189,Business Address,Italy,45.41021,9.152524,51.0,332.0,51.0,13.679999351501465,15.280000686645508,281.0,9998.126953125
6060,10196536,Withymoor Surgery,United Kingdom,52.47127,-2.13044,56.0,325.0,56.0,9.84000015258789,11.277999877929688,273.0,927.0910034179688
139208,52046608,"Retail - United Kingdom (51.5369571 , 0.0523921)",United Kingdom,51.5369571,0.0523921,56.0,310.0,56.0,10.889999389648438,12.427999496459961,275.0,37.06009292602539
50296,108497,Pilen 31,Sweden,59.33338,18.05814,56.0,206.0,56.0,6.960000038146973,9.615999221801758,198.0,1.065466046333313
48452,254293,Global Branch Key 254293,Italy,41.45787,12.89644,51.0,262.0,51.0,17.06999969482422,18.761999130249023,270.0,9674.5380859375
188276,3054761,Business Address,Hungary,47.497912,19.040235,56.0,195.0,56.0,11.0,13.197999954223633,226.0,306.92340087890625
131670,4913035,Hügli Holding AG,Switzerland,47.501109,9.435067,41.0,322.0,29.0,10.809999465942383,12.817998886108398,260.0,76.18156433105469
107985,149889,Global Branch Key 149889,Germany,48.38019,10.91557,56.0,259.0,56.0,9.609999656677246,11.432000160217285,246.0,1536.762939453125
76734,123226,Global Branch Key 123226,United Kingdom,50.83633,-0.777397,56.0,321.0,56.0,10.829999923706055,12.345998764038086,294.0,4522.435546875
163994,19775,"van Gansewinkel Regio Noord-Nederland, vestiging Drachten - Stuurboord",Netherlands,53.1177,6.06239,52.0,318.0,52.0,10.039999961853027,11.449999809265137,265.0,263.81884765625
209045,181318,Global Branch Key 181318,Italy,46.42664,11.33707,56.0,225.0,56.0,7.0,9.059999465942383,209.0,1186.2984619140625
125580,41042,Centrale électrique d'Hersin,France,50.43648,2.61293,40.0,317.0,42.0,10.889999389648438,12.39799976348877,282.0,3145.243408203125
79646,5214763,"Retail - United Kingdom (52.0292159 , -0.763848)",United Kingdom,52.0292159,-0.763848,56.0,316.0,56.0,10.260000228881836,11.708000183105469,275.0,684.811767578125
195969,52083013,"Retail - United Kingdom (51.5418043 , -0.1407913)",United Kingdom,51.5418043,-0.1407913,56.0,312.0,56.0,10.710000038146973,12.243999481201172,272.0,
34674,27693,Centro Olio di Trecate,Italy,45.432222,8.783611,51.0,338.0,51.0,13.399999618530273,14.960000991821289,289.0,7592.552734375
142952,114923,Global Branch Key 114923,United Kingdom,56.05802,-2.724565,41.0,330.0,41.0,9.149999618530273,10.329999923706055,264.0,2272.8330078125
60468,5105748,"Retail - United Kingdom (51.2574758 , -0.0060297)",United Kingdom,51.2574758,-0.0060297,56.0,301.0,56.0,9.859999656677246,11.420000076293945,265.0,915.4368896484375
201749,173838,Famagosta,Italy,45.42611,9.164319,56.0,341.0,56.0,13.639999389648438,15.239999771118164,285.0,1497.5325927734375
127128,111334,Global Branch Key 111334,Italy,40.91372,14.79196,56.0,273.0,56.0,14.399999618530273,16.173999786376953,285.0,1043.4505615234375
84721,3041335,Business Address,Italy,45.06848,7.548992,56.0,347.0,56.0,13.65999984741211,15.295999526977539,286.0,3931.49658203125
74495,72421,Global Branch Key 72421,France,49.42721,1.06432,56.0,321.0,56.0,11.460000038146973,13.103999137878418,302.0,349.1748046875
37443,61922,Centrale Idroelettrica di Ponte Preti,Italy,45.41676,7.76352,28.0,340.0,30.0,12.529999732971191,14.129999160766602,276.0,1308.155517578125
155287,149926,Global Branch Key 149926,Germany,51.17797,14.42929,56.0,245.0,56.0,9.729999542236328,11.932000160217285,239.0,3653.105224609375
148063,10132453,Torre Madrid locales,Spain,40.41687,-3.7036,56.0,221.0,56.0,14.489999771118164,16.243999481201172,219.0,
198123,10134989,Nueva Condomina,Spain,38.03949,-1.14846,51.0,96.0,51.0,17.989999771118164,19.535999298095703,157.0,4264.45263671875
64140,86378,Global Branch Key 86378,France,43.58125,1.424879,56.0,290.0,56.0,14.109999656677246,15.767999649047852,300.0,2059.394775390625
145698,53196954,"Retail - United Kingdom (53.3187941 , -1.1042332)",United Kingdom,53.3187941,-1.1042332,40.0,330.0,42.0,9.90999984741211,11.20199966430664,273.0,2294.0849609375
178715,4238968,Sweco AB (publ),Sweden,59.328073,18.018051,56.0,206.0,56.0,6.96999979019165,9.615999221801758,198.0,
28106,10064073,Brillinge 8:1,Sweden,59.88531,17.66966,40.0,208.0,40.0,6.589999675750732,9.305999755859375,194.0,1426.550048828125
24283,266486,Global Branch Key 266486,France,49.49114,0.12357,50.0,316.0,50.0,11.969999313354492,13.559999465942383,365.0,
149728,53898,Global Branch Key 53898,Spain,41.38964,2.008144,56.0,264.0,56.0,16.59000015258789,18.06599998474121,254.0,2408.97216796875
71545,117007,Global Branch Key 117007,Italy,44.67634,8.46618,56.0,304.0,56.0,13.25,14.82800006866455,232.0,2986.851806640625
124789,249122,Global Branch Key 249122,Bulgaria,42.71232,23.26869,56.0,216.0,56.0,11.40999984741211,13.280000686645508,258.0,152.2622833251953
165369,79552,Global Branch Key 79552,United Kingdom,55.85748,-4.248121,56.0,325.0,56.0,9.109999656677246,10.289999008178711,262.0,168.32933044433594
110678,54185059,"Retail - United Kingdom (53.755378 , -1.466265)",United Kingdom,53.755378,-1.466265,42.0,339.0,42.0,9.760000228881836,11.027999877929688,272.0,1392.9437255859375
44424,18731,STEP - Livery,France,47.33,-2.41,42.0,280.0,24.0,12.399999618530273,13.986000061035156,307.0,1683.1822509765625
11727,806218,Global Branch Key 806218,Poland,51.80747,16.31529,56.0,234.0,56.0,9.65999984741211,11.829999923706055,217.0,2057.969482421875
157165,3167715,Business Address,France,46.953754,2.054152,40.0,309.0,30.0,12.029999732971191,13.663999557495117,268.0,4232.4814453125
140619,821743,Global Branch Key 821743,United Kingdom,55.94768,-3.20669,56.0,343.0,56.0,9.420000076293945,10.62399959564209,269.0,14.779996871948242
191623,56067,Avedore gasanlæg,Denmark,55.60216,12.47913,56.0,242.0,56.0,8.84000015258789,11.07599925994873,234.0,391.6336669921875
151619,76700,Allt na Moine,United Kingdom,57.518661,-5.854897,42.0,365.0,42.0,9.220000267028809,10.050000190734863,288.0,
180739,231714,Global Branch Key 231714,Italy,38.11568,15.65044,56.0,233.0,56.0,19.100000381469727,20.523998260498047,245.0,
134156,99779,Global Branch Key 99779,Poland,53.15102,23.12253,56.0,217.0,56.0,7.940000057220459,10.460000038146973,217.0,404.4610900878906
124646,63475,Global Branch Key 63475,France,45.33904,5.344409,41.0,341.0,29.0,11.989999771118164,13.869999885559082,274.0,3267.611572265625
52669,192821,Global Branch Key 192821,Spain,43.49165,-8.215578,56.0,291.0,56.0,14.899999618530273,15.906000137329102,318.0,553.6900024414062
115108,442774,Global Branch Key 442774,France,48.84061,2.288646,56.0,306.0,56.0,12.550000190734863,14.1899995803833,303.0,
22328,122537,Marckolsheim,France,48.15333,7.589444,41.0,320.0,35.0,11.34000015258789,12.980000495910645,272.0,6235.5009765625
131883,3011686,Business Address,Germany,53.6028,9.989197,56.0,284.0,56.0,9.65999984741211,11.593999862670898,248.0,277.0677795410156
63083,10103631,Metrovick House,United Kingdom,54.97711,-1.6114,56.0,344.0,56.0,9.529999732971191,10.760000228881836,273.0,431.13934326171875
11448,40683,Global Branch Key 40683,Belgium,51.02843,3.80002,56.0,332.0,56.0,11.069999694824219,12.531999588012695,278.0,2713.7734375
209038,4542,Global Branch Key 4542,France,46.3791,6.629212,41.0,265.0,29.0,9.559999465942383,11.210000038146973,246.0,379.41259765625
137104,36721,Global Branch Key 36721,Spain,37.37258,-5.96283,56.0,175.0,56.0,19.020000457763672,20.576000213623047,231.0,2194.77880859375
200445,203464,Global Branch Key 203464,Romania,44.17967,28.63639,56.0,165.0,56.0,12.699999809265137,14.406000137329102,194.0,213.5911865234375
89918,54079,Global Branch Key 54079,Spain,40.02402,-4.427786,22.0,228.0,22.0,15.679999351501465,17.444000244140625,235.0,3224.142822265625
158316,52096083,"Retail - United Kingdom (51.5118342 , -0.0140806)",United Kingdom,51.5118342,-0.0140806,56.0,311.0,56.0,10.84999942779541,12.378000259399414,272.0,
88283,10163759,Parc Louvresses,France,48.94228,2.3079,56.0,309.0,56.0,12.479999542236328,14.119999885559082,304.0,38.63273239135742
44412,32517,"Easey Pigs, Lower Farm",United Kingdom,52.3173,0.778383,52.0,305.0,52.0,10.269999504089355,11.656000137329102,268.0,5032.29736328125
136233,54232885,"Retail - United Kingdom (53.5852746 , -2.4262668)",United Kingdom,53.5852746,-2.4262668,56.0,321.0,56.0,9.059999465942383,10.395999908447266,258.0,138.78199768066406
165997,205345,Global Branch Key 205345,Romania,47.64681,26.25808,56.0,219.0,56.0,9.4399995803833,11.564000129699707,238.0,2147.540771484375
109932,10196417,Mary Seacole Centre,United Kingdom,51.4631,-0.13364,56.0,313.0,56.0,10.739999771118164,12.277999877929688,272.0,
99369,48151,Global Branch Key 48151,Spain,42.38079,-1.44383,51.0,251.0,51.0,14.59999942779541,16.171998977661133,268.0,6789.29638671875
40233,5298215,Sentryo SAS,France,45.786247,4.879746,50.0,320.0,50.0,12.25999927520752,14.24799919128418,278.0,289.3947448730469
44258,190479,Calders and Grandidge,United Kingdom,52.959719,-0.032471,56.0,320.0,56.0,10.34000015258789,11.665999412536621,282.0,5268.93408203125
174763,30295,Global Branch Key 30295,Spain,39.46951,-0.402603,56.0,193.0,56.0,18.770000457763672,20.0679988861084,246.0,2445.238525390625
2638,3000488,Business Address,Netherlands,51.68598,5.124651,51.0,332.0,51.0,10.59000015258789,12.13599967956543,275.0,7419.7509765625
161072,1434,AMGA AZIENDA MULTISERVIZI SPA - IMPIANTO DI DEPURAZIONE LIQUAMI FOGNARI CITTA' DI UDINE,Italy,46.028611,13.233333,42.0,352.0,30.0,12.799999237060547,14.670000076293945,285.0,2617.689697265625
163507,53751,Impianto Idroelettrico Sestaione,Italy,44.11091,10.73952,49.0,190.0,49.0,7.12999963760376,8.901999473571777,165.0,146.63111877441406
109891,35172,Parc éolien de Blancfosse,France,48.21574,1.88861,51.0,289.0,51.0,11.699999809265137,13.342000007629395,255.0,9436.3203125
28356,211870,Crossley Magna Park,United Kingdom,52.0364,-0.669689,52.0,322.0,52.0,10.359999656677246,11.809999465942383,276.0,1552.134765625
99498,145114,Global Branch Key 145114,Italy,40.41637,9.030321,51.0,248.0,51.0,16.049999237060547,17.239999771118164,266.0,4575.04345703125
70560,128939,Global Branch Key 128939,Italy,45.537,10.21988,56.0,326.0,56.0,12.619999885559082,14.406000137329102,279.0,2309.4423828125
165619,203632,Global Branch Key 203632,Bulgaria,42.27928,22.68919,56.0,194.0,56.0,11.649999618530273,13.513999938964844,211.0,1770.49853515625
38413,52112255,"Retail - United Kingdom (52.0615596 , 1.1740586)",United Kingdom,52.0615596,1.1740586,50.0,320.0,50.0,10.679999351501465,12.064000129699707,275.0,2600.783203125
185917,208018,Parker Hannifin Manufacturing Germany GmbH & Co.KG,Germany,51.90646,8.613524,56.0,285.0,56.0,9.729999542236328,11.586000442504883,252.0,2905.324462890625
135016,4589195,Business Address,Germany,49.481363,8.483489,56.0,296.0,56.0,11.380000114440918,13.131999015808105,269.0,1880.6925048828125
141086,4254809,BayWa Aktiengesellschaft,Germany,48.153193,11.616892,56.0,259.0,56.0,9.25,11.168000221252441,240.0,558.99560546875
195623,5205797,"Retail - United Kingdom (51.51889104 , -0.151570719)",United Kingdom,51.51889104,-0.151570719,56.0,312.0,56.0,10.710000038146973,12.243999481201172,272.0,
203732,574928,Global Branch Key 574928,Spain,38.39616,-0.521402,56.0,143.0,56.0,18.6299991607666,19.983999252319336,192.0,4266.3681640625
139839,194825,Global Branch Key 194825,Belgium,51.00302,3.71407,56.0,332.0,56.0,11.059999465942383,12.513999938964844,280.0,933.4457397460938
71990,1248,AMS1,Netherlands,52.2961893,4.9488774,56.0,329.0,56.0,10.489999771118164,11.906000137329102,274.0,636.0018920898438
91594,5028,POLIMERI EUROPA SPA - STABILIMENTO DI FERRARA,Italy,44.85,11.583333,51.0,280.0,51.0,13.84999942779541,15.644000053405762,225.0,7458.4208984375
140388,99764,Global Branch Key 99764,Poland,51.995,20.146,40.0,231.0,40.0,8.789999961853027,11.269999504089355,214.0,1615.2840576171875
123690,142782,Global Branch Key 142782,Spain,43.38375,-3.737936,23.0,341.0,23.0,14.489999771118164,16.020000457763672,339.0,3081.1826171875
35604,142909,Global Branch Key 142909,Spain,42.04859,-8.6447,24.0,279.0,24.0,15.329999923706055,16.49799919128418,289.0,2051.982666015625
114121,139820,Global Branch Key 139820,France,48.76454,2.390292,56.0,305.0,56.0,12.529999732971191,14.142000198364258,299.0,4.770466804504395
92424,210525,Global Branch Key 210525,Spain,43.54032,-5.663913,56.0,306.0,56.0,14.559999465942383,15.800000190734863,328.0,451.36053466796875
141972,210740,Carlisle Stw,United Kingdom,54.8996,-2.96102,56.0,349.0,56.0,9.529999732971191,10.765999794006348,269.0,1296.9764404296875
161430,542110287,"Retail - United Kingdom (53.7791396 , -1.53083795)",United Kingdom,53.7791396,-1.53083795,56.0,340.0,56.0,9.829999923706055,11.092000007629395,274.0,387.9407958984375
178255,542488,Global Branch Key 542488,Belgium,50.67658,5.546194,56.0,315.0,56.0,10.65999984741211,12.261999130249023,269.0,5514.484375
73417,139064,Global Branch Key 139064,France,43.60527,3.874914,56.0,270.0,56.0,14.799999237060547,16.61600112915039,285.0,1778.5994873046875
182111,4322281,Business Address,Sweden,59.34991,17.98384,40.0,210.0,40.0,6.949999809265137,9.597999572753906,198.0,25.756778717041016
19174,140866,Haswell Moor,United Kingdom,54.77211,-1.448286,41.0,343.0,41.0,9.460000038146973,10.697999954223633,273.0,3043.92333984375
69199,113322,Longcross Court,United Kingdom,51.48535,-3.1646,56.0,351.0,56.0,10.800000190734863,12.293999671936035,348.0,
169701,55589,Svartvallsbergets vindkraftspark,Sweden,61.73755,15.96554,48.0,179.0,42.0,2.769999980926514,5.453999519348145,158.0,
104860,138698,Global Branch Key 138698,France,49.56956,3.625309,56.0,306.0,56.0,11.199999809265137,12.894000053405762,268.0,2704.642822265625
193843,579306,Global Branch Key 579306,France,43.23652,2.369238,23.0,279.0,23.0,14.460000038146973,16.288000106811523,282.0,4928.7490234375
149447,239729,Global Branch Key 239729,Greece,41.02454,25.69752,32.0,224.0,22.0,14.170000076293945,15.873998641967773,184.0,1333.529052734375
156810,4172497,Good Relations,United Kingdom,51.518073,-0.112229,56.0,312.0,56.0,10.710000038146973,12.243999481201172,272.0,
186121,5105265,"Retail - United Kingdom (51.1412618 , -0.4889191)",United Kingdom,51.1412618,-0.4889191,40.0,318.0,42.0,10.489999771118164,12.052000045776367,277.0,1457.1036376953125
191074,188250,Global Branch Key 188250,Spain,42.11557,0.07403,28.0,269.0,22.0,14.079999923706055,15.61199951171875,254.0,1591.4014892578125
201802,5425911,"Retail - United Kingdom (53.8340765 , -1.7762679)",United Kingdom,53.8340765,-1.7762679,56.0,315.0,56.0,9.069999694824219,10.343999862670898,257.0,241.3878631591797
190384,232180,Global Branch Key 232180,Portugal,38.65872,-9.041089,22.0,210.0,22.0,17.56999969482422,19.073999404907227,236.0,1378.908447265625
142588,54160421,"Retail - United Kingdom (53.6917132 , -1.3100914)",United Kingdom,53.6917132,-1.3100914,40.0,335.0,42.0,9.880000114440918,11.133999824523926,273.0,2602.554443359375
74711,203416,Global Branch Key 203416,Slovenia,46.00926,15.30302,41.0,269.0,35.0,10.449999809265137,12.236000061035156,256.0,993.1417236328125
158997,6515,Global Branch Key 6515,Spain,43.55096,-5.916476,56.0,304.0,56.0,14.319999694824219,15.545999526977539,327.0,53.89077377319336
83463,173440,Global Branch Key 173440,Italy,45.23322,11.46494,56.0,291.0,56.0,13.329999923706055,15.13800048828125,239.0,5528.19140625
91812,3530,Montemaggiore,Italy,37.81,13.789444,22.0,237.0,22.0,15.00999927520752,16.474000930786133,264.0,3789.2763671875
157631,110066,Linde Gas Produktionsgesellschaft GmbH & Co. KG,Germany,51.2901,11.99584,56.0,252.0,56.0,10.09000015258789,12.15999984741211,240.0,3026.600830078125
114176,141883,Global Branch Key 141883,Spain,40.4298,-3.676452,56.0,221.0,56.0,14.489999771118164,16.243999481201172,219.0,
87768,3955920,Business Address,United Kingdom,51.54028,-0.150576,50.0,312.0,50.0,10.710000038146973,12.243999481201172,272.0,
57394,53111297,"Retail - United Kingdom (53.3592504 , -1.463556)",United Kingdom,53.3592504,-1.463556,56.0,340.0,56.0,9.75,11.064000129699707,271.0,158.5923309326172
102970,241628,Global Branch Key 241628,Italy,44.79763,10.34373,56.0,291.0,56.0,13.569999694824219,15.350000381469727,219.0,8563.8603515625
8639,39348,Global Branch Key 39348,Spain,36.75862,-3.952589,22.0,157.0,20.0,17.850000381469727,19.823999404907227,220.0,2426.16796875
125681,96188,Forum,Germany,50.56471,8.50495,56.0,259.0,56.0,9.809999465942383,11.62399959564209,251.0,1947.185302734375
101645,5328440,"Retail - United Kingdom (52.8022252 , -1.633011)",United Kingdom,52.8022252,-1.633011,56.0,352.0,56.0,10.269999504089355,11.64599895477295,281.0,2153.586181640625
2278,834695,Global Branch Key 834695,France,49.35501,6.14121,56.0,297.0,56.0,11.079999923706055,12.561999320983887,263.0,772.9342651367188
6402,20605,Zak?ad Górniczy Sobieski,Poland,50.183833,19.258056,56.0,244.0,56.0,8.309999465942383,11.181999206542969,226.0,1108.5045166015625
7351,133275,Global Branch Key 133275,United Kingdom,50.95375,-1.213174,56.0,316.0,56.0,10.800000190734863,12.263999938964844,338.0,2478.888671875
185001,4598488,Wireless Group PLC,United Kingdom,54.579089,-5.919706,50.0,365.0,50.0,9.819999694824219,11.083999633789062,301.0,764.310546875
140159,69805,Global Branch Key 69805,Poland,51.56236,16.6904,39.0,240.0,39.0,9.920000076293945,12.081999778747559,233.0,2104.240478515625
19909,240484,Global Branch Key 240484,Germany,50.11463,8.66857,56.0,272.0,56.0,10.550000190734863,12.345999717712402,261.0,1045.3997802734375
68579,592400,Global Branch Key 592400,Poland,50.23116,18.98237,56.0,245.0,56.0,8.449999809265137,11.211999893188477,228.0,496.9015808105469
107466,58017,Peage-de-Roussillon,France,45.380435,4.758579,39.0,319.0,23.0,12.9399995803833,14.894000053405762,272.0,4452.88232421875
36095,224055,Global Branch Key 224055,Poland,51.20518,16.17696,56.0,246.0,56.0,9.880000114440918,12.081998825073242,240.0,2183.349853515625
118049,55991,Global Branch Key 55991,Spain,42.78835,-1.691514,56.0,297.0,56.0,13.15999984741211,14.697999954223633,305.0,2965.003173828125
135423,10134945,B&B-Nuremberg,Germany,49.44776,11.08205,56.0,252.0,56.0,9.609999656677246,11.501999855041504,244.0,1212.4576416015625
